common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_32999722 始終都係有差距
common_voice_yue_32999764 偷狗賣畀人食
common_voice_yue_32999774 明朝字可以顯示
common_voice_yue_32999834 唔識整網站
common_voice_yue_32999846 係一種壓縮格式
common_voice_yue_32999859 嗯，好嘅，頁數筆記多
common_voice_yue_32999869 有九宮格好好多
common_voice_yue_32999876 唔得啦，聖誕得嗰幾日
common_voice_yue_33102644 香港都唔似有區分
common_voice_yue_33102774 嗰冇噉誇張
common_voice_yue_33103416 影響粵語係肯定嘅嘞
common_voice_yue_34799463 唔使點擊個視窗
common_voice_yue_34799776 即溶咖啡都係溝香精，唔飲得咖
common_voice_yue_34799958 本身就係數字嘅引申義
common_voice_yue_34800040 要諗下自己問題
common_voice_yue_34800155 大概乜嘢時候可以用到呢樣嘢？
common_voice_yue_34800161 而家必須要嘅
common_voice_yue_34800214 講早晨唔怕有悶場
common_voice_yue_34800502 好返晒，感謝大佬！
common_voice_yue_34800658 你禁言嗰啲人會搞到人哋退群嘅
common_voice_yue_34800662 尊重下人哋噉囉
common_voice_yue_34800983 呢啲詞唔係之前有個公眾號已經街訪過咩
common_voice_yue_34801656 聽日我哋嚟睇一下
common_voice_yue_34801661 唔好講埋晒呢啲嘢
common_voice_yue_37485814 佢係非常有紀律
common_voice_yue_37485896 喺入面嘞
common_voice_yue_37485904 從來就冇自帶五筆
common_voice_yue_37485932 冇乜電，要充下先得
common_voice_yue_37485956 不過我想知道嘅係邊部分接收唔到呢？
common_voice_yue_37486029 你可以去睇睇
common_voice_yue_37486055 你之前畀嗰個網址，好似打唔開噃
common_voice_yue_37486071 可以啊，我登入一下睇下發生乜嘢事
common_voice_yue_37486172 呢隻色叫咩名？點先出到隻色？
common_voice_yue_37498481 呢幾年至開始有同性婚姻
common_voice_yue_37498548 諗下都激動
common_voice_yue_37498551 但係習俗以及尊重人對先人嘅敬仰係必須嘅
common_voice_yue_37498635 有咩問題可以講出來，呢度大部分朋友用粵拼
common_voice_yue_37498689 如果你想搵個地方匿到放學之後
common_voice_yue_32997066 撳轉發嗰個掣可以睇到一部分
common_voice_yue_33052758 又唔見我撤回
common_voice_yue_33073247 仲話人哋搞事？
common_voice_yue_33073761 感覺而家嘅輸入法，出嘅都係一些無聊嘅功能
common_voice_yue_33152234 有冇四邑人
common_voice_yue_33181296 噉咪好囉，社會不斷進步
common_voice_yue_33181364 我係廣東出世嘅浙江人
common_voice_yue_33195590 你條僕街滿分？
common_voice_yue_33195614 講咗佢九唔搭八嘅地方，轉移話題
common_voice_yue_33298120 仲有成三個咁多
common_voice_yue_33298143 亞洲國家生活壓力好大
common_voice_yue_33298221 冇交廣告費
common_voice_yue_33298222 打畀你方唔方便啊？
common_voice_yue_33366290 我唔係好信運，我唔係好信占卜算命，我個人比較科學
common_voice_yue_33378426 突然發現用繁體字輸出好精准
common_voice_yue_33451382 加我哋先啦
common_voice_yue_33451390 畀人禁言十日同連坐真係慘
common_voice_yue_33451430 呢種現象正常嘅
common_voice_yue_33451443 使乜攞啲古靈精怪嘅嘢
common_voice_yue_33451486 汕尾人係福佬人
common_voice_yue_33084636 佢冇發過呢將圖啊
common_voice_yue_33084734 詞庫畀中州韻好
common_voice_yue_33084768 直接講歌名都得
common_voice_yue_33084834 我唔記得咗你嗰邊嘅時間
common_voice_yue_33084937 會唔會有撈詞㗎？微軟嘅輸入法
common_voice_yue_33085147 不過裡頭可能有呢個係錯個
common_voice_yue_33085197 但係呢個掣撳唔到
common_voice_yue_33107718 各位晚上好
common_voice_yue_33108006 我細佬好燥，所以費事強加太多嘢係佢頭上
common_voice_yue_33108374 點解你唔打開我嘅鏈接
common_voice_yue_33323865 漢字唔等於中文
common_voice_yue_31688248 但係今日我哋由聞開始，準備好未？
common_voice_yue_31688252 充滿愛意但又要有隔膜
common_voice_yue_31688269 你係孻仔係咪？
common_voice_yue_31688335 因為佢想報仇，所以留低佢喺度提醒緊我
common_voice_yue_31688376 如非必要但又長開燈，罰五百
common_voice_yue_31688412 你去返學喇？仲好早咋喎
common_voice_yue_31688421 我夜返，唔使喇
common_voice_yue_31688439 係老師嘅心肝寶貝
common_voice_yue_31688590 你唔好咁老定，如果我贏，你就唔可以再搞我
common_voice_yue_31688594 你聽真啲！
common_voice_yue_31688658 間房入面嘅所有嘢都係佢嘅
common_voice_yue_31688808 等啲酒精揮發齊，再加返啲牛肉
common_voice_yue_31688861 求下你，畀我哋留低啦
common_voice_yue_31688889 佢係我揀嚟呢度嘅原因
common_voice_yue_31689881 點先算大個？
common_voice_yue_31689904 使唔使坐到十尺遠？
common_voice_yue_31689925 佢有啊，佢話佢個前男友好似唐僧上身噉
common_voice_yue_31690024 我唔想佢哋因為我而有麻煩
common_voice_yue_31690065 如果你想同我講嘢，就唔好嚼住
common_voice_yue_31690084 或者我只係好奇
common_voice_yue_31690191 我依家除得未？
common_voice_yue_31690195 啱晒你
common_voice_yue_31690201 我冇諗過你哋會搞到呢度笠笠亂
common_voice_yue_31690209 未得，坐好先
common_voice_yue_31690233 靜啲啦，僆仔走得快一定有古怪
common_voice_yue_31690251 未啊，可能唔喺呢間房啩
common_voice_yue_31690283 我以為只要我夠愛一個人，愛會幫我跨越我嘅恐懼
common_voice_yue_31690320 我做錯咗啲咩啫？
common_voice_yue_31690396 咩聲啊？鸚鵡啫
common_voice_yue_31690420 對唔住，我真係好對你唔住
common_voice_yue_31690429 要杯椰汁唔該
common_voice_yue_31690485 一陣趕唔切喇
common_voice_yue_31730183 抌返喺啱嘅地方
common_voice_yue_31730194 有咁多其他方法點解你唔用？
common_voice_yue_31730201 你諗住點處置隻狗？
common_voice_yue_31730203 既然你都唔中意一個人瞓，就過嚟同我一齊瞓啦
common_voice_yue_31730231 傻仔先會落疊
common_voice_yue_31730251 聽住，鍾意我哋嘅話，可以透過以下途徑，知道我哋最新嘅消息
common_voice_yue_31730269 而家我唔喺圖書館嘞
common_voice_yue_31730285 唔會執得好嘅喇
common_voice_yue_31730293 我哋屋企大概係噉啦
common_voice_yue_31730310 你同你阿媽嘅回憶唔會走咗去
common_voice_yue_31730327 佢哋係真係出於好意
common_voice_yue_31730329 你癲咗喇，和平天使
common_voice_yue_31730334 阿爸有盤生意做食品運輸
common_voice_yue_31730345 你想我去你度呀？
common_voice_yue_31730349 但我見到一班好奇怪嘅人
common_voice_yue_31730358 但我估唔到你居然會用啲噉嘅濕鳩理由嚟同我分手
common_voice_yue_31730382 請問王小姐嘅第一語言係乜嘢？
common_voice_yue_31730417 做乜都得下話？
common_voice_yue_31730447 本地人出面溝通基本用地方話
common_voice_yue_37291669 你唔喺話有嘢要發上去嘅咩？
common_voice_yue_37291709 想自己搞搞
common_voice_yue_37291737 個封關一完咗，我哋就會送啲食物去畀啲前線醫護
common_voice_yue_37291744 日啖荔枝三百顆
common_voice_yue_37298111 推敲啫，有時會推敲錯，唔好介意
common_voice_yue_37298449 大多數畀大陸官媒誤導
common_voice_yue_37298460 如果你講嘢再係咁唔文明嘅話 你唔好怪我收你線吓
common_voice_yue_37298464 我嗰邊沙場多
common_voice_yue_37298473 不過開咗記得放雪櫃
common_voice_yue_37298485 小北路度啲黑人中東阿拉伯人比較多
common_voice_yue_37303174 我明白江湖，所以唔好為咗着數同呢啲人埋堆
common_voice_yue_37303189 寧願正正經經睇大陸片好過
common_voice_yue_37303328 套戲令我發現我好掛住劇集
common_voice_yue_37303355 你呢兩個月好似冇之前咁得閒？我見你覆訊息好似少咗
common_voice_yue_37303391 我打緊嘅係粵文
common_voice_yue_41049520 正常台灣人正字水平低
common_voice_yue_41049521 關西揮手區
common_voice_yue_41067498 話說香港各大紙媒呢十年八年，長期有專欄講粵語嘅係文匯報
common_voice_yue_41067500 師兄有冇多啲文字描述
common_voice_yue_41067517 冇用三三一零玩過貪食蛇都唔好話自己用過手機
common_voice_yue_41067519 完全唔知點解硬係有人搶到飛，我就永遠等佢塞車塞到二零四六
common_voice_yue_41067522 散咗仲用返同一套婚紗都唔老嚟啦
common_voice_yue_41067524 睇動畫冇咩門檻啫吓嘛
common_voice_yue_41067527 老人家觀念唔預諗到咁遠
common_voice_yue_41067536 噉唔使啦
common_voice_yue_41067663 係差在睇埋插畫同真人對唔對到
common_voice_yue_41067670 師兄加把勁吹水
common_voice_yue_41067711 冇人將陽性同羊咩咩聯想埋一齊喎
common_voice_yue_41067723 又或者係用咗普通話嘅思路去寫廣東話
common_voice_yue_41067744 台仔都勁？
common_voice_yue_41067783 現實中有咩人係用羅馬字打
common_voice_yue_41067815 息怒啊大人
common_voice_yue_41067819 大概知歐盟同北約點形成應該已經好大幫助
common_voice_yue_41067839 有心唔怕遲
common_voice_yue_41067867 認真，有咩好做
common_voice_yue_41067868 自己搜尋，唔睇走寶
common_voice_yue_41067873 唔知仲有幾多年
common_voice_yue_41067892 冇乜防人之心
common_voice_yue_41067917 我講咗我關注得多嘅議題先
common_voice_yue_41067926 呢個先係重點
common_voice_yue_41067940 大陸大把，好多年前就有
common_voice_yue_41067955 而家成日用膠扣好難拆
common_voice_yue_41067958 學校啲校工會叫叔叔姨姨
common_voice_yue_41067978 啲人可能覺得肺炎會痛
common_voice_yue_41067995 有冇食藥，啪啲整腸丸
common_voice_yue_41068018 同埋解釋被學生點解
common_voice_yue_41068026 譬如食肆就係要煮嘢好食囉
common_voice_yue_41068054 菲律賓演員
common_voice_yue_41068055 呢個新朵又幾好聽
common_voice_yue_41068086 咩中國傳統文化
common_voice_yue_41068092 但都係會覺得難過嘅
common_voice_yue_41068100 分享笑話一則
common_voice_yue_41068125 有齊眼耳口鼻都可以啦？
common_voice_yue_41068137 呢啲技術嘢開始搭唔到嗲
common_voice_yue_41068143 有保護衣又點
common_voice_yue_41068156 靚仔之前開會都係着公司印嘅快乾衫
common_voice_yue_41068190 聽到好想瞓
common_voice_yue_41068203 全部都係後生仔
common_voice_yue_41068218 師兄係咪想提高返私隱度
common_voice_yue_41068219 你知唔知我有幾攰？
common_voice_yue_41068259 嗱嗱臨上車好過講咁多
common_voice_yue_41068299 我都有慕名上去試過喜茶同海底撈
common_voice_yue_41068308 如果我想分享啲粵語片，有冇地方推薦？
common_voice_yue_41068317 嗰時唔知嘛
common_voice_yue_41068330 你係咪邀請佢打
common_voice_yue_41068341 我又唔可以屌柒佢
common_voice_yue_41068342 落到去有需要嘅人身上得返一毫子
common_voice_yue_41068349 都唔止咁簡單
common_voice_yue_41068356 口語其實有啲入聲字都唔係得一三六調
common_voice_yue_41068360 搭車一坐低就即刻瞓着
common_voice_yue_41069154 講真，就算民主國家，都唔一定好多人關心咩議會咩總統咩首相
common_voice_yue_41069155 佢仲要畀錢我叫我幫手搶
common_voice_yue_41069156 本身套戲仲要揀咗韓國做亞洲宣傳基地，但係票房麻麻
common_voice_yue_41069168 佢畢業之後我就唔睇校花校草嚕
common_voice_yue_41069174 有冇掛住我？
common_voice_yue_41069221 我好開心
common_voice_yue_41069231 心諗佢係咪未諗到點講就用四字真言嚟攝位
common_voice_yue_41069241 就噉開直播實況打晒先
common_voice_yue_41069255 學完係咪可以幫我人工呼吸
common_voice_yue_41069260 頭先有同事從後拍我籮柚
common_voice_yue_41069268 唉，唔中意呢種感覺
common_voice_yue_41069284 嚇到我個心離一離
common_voice_yue_41069314 以前識過一個東北同學
common_voice_yue_41069349 有啲係爭卡數，有啲係想發展自己夢想但本身份工搵埋唔夠食，睇住人哋反思下自己理財觀念幾好
common_voice_yue_41069353 佢冇執過我個頭
common_voice_yue_41069355 我有朋友轉咗行做到冇停手
common_voice_yue_41069356 心想事成
common_voice_yue_41069362 逗住佢發酒癲唔好衝出馬路
common_voice_yue_41069365 我冇咁黐線
common_voice_yue_41069367 頭先搭仲出錯層
common_voice_yue_41069368 你話想同我退婚？
common_voice_yue_41069378 已經講緊英聯邦國家會唔會變共和制
common_voice_yue_41069379 有舊同事個女同我同年
common_voice_yue_41069386 中學有日文讀
common_voice_yue_41069402 明明之前做過會計個啲，我明之後自殺搞到腦有問題
common_voice_yue_41069419 冇咩事我返出去做嘢先
common_voice_yue_41069436 唔好諗多咗
common_voice_yue_41069493 你根本就係專登嚟????實我
common_voice_yue_41069501 你早餐係咪就係食細蓉？
common_voice_yue_41069505 係咪可以拜託你負責？
common_voice_yue_41069507 我都被嫌棄
common_voice_yue_41069518 好難打啊嗰兩隻字
common_voice_yue_41069547 會唔會係佢怕扶手污糟唔扶咋
common_voice_yue_41069570 換一個咁長嘅旅程
common_voice_yue_41069602 邊日考邊科要聽咩台都唔知
common_voice_yue_41069603 一經獨家採用將會獲得由網上零食店易買
common_voice_yue_41069611 有咩意外保險唔賠
common_voice_yue_41069624 黯然神傷中
common_voice_yue_41069625 嗰時係謝安琪最紅嘅時候
common_voice_yue_41069637 有講嘢啊，咪就係每日兩三次
common_voice_yue_41069643 淨係取消安心都好吖
common_voice_yue_41069646 其他平台唔好玩
common_voice_yue_41069673 細個我亂嗌人叔叔，老母會教我咩叔叔啊！嗌哥哥！
common_voice_yue_41069674 我聽到粗口會打冷震同驚到喊
common_voice_yue_41069675 冇畫眼線咁高難度
common_voice_yue_41069700 你做節目試下
common_voice_yue_41069716 會有啲好奇
common_voice_yue_41069722 唉，人生好難。
common_voice_yue_41069752 毛孔粗唔係張相嘅問題，係我想搞搞塊面嘅問題
common_voice_yue_41069783 世風日下
common_voice_yue_41069819 完全同意
common_voice_yue_41069829 又休息返一日打機
common_voice_yue_41069830 紙紮嗰啲樓可能送到！
common_voice_yue_41069854 呢排多數屠龍
common_voice_yue_41069864 唔知係咪因為噉
common_voice_yue_41069907 佢搭緊上嚟我好緊張
common_voice_yue_41069916 講經就有得講
common_voice_yue_41069937 老實講我對英國皇室冇乜感情
common_voice_yue_41069949 屋宇署查晒所有佢公司經手嘅單位
common_voice_yue_41070105 好明顯佢係主人你係奴隸
common_voice_yue_41070114 請問你點解會覺得好笑呢？
common_voice_yue_41070116 嗰啲地方肯定係溝通唔到
common_voice_yue_41070117 我嘅光哥
common_voice_yue_41070120 勁有耐性教個明顯係新手嘅女仔做嘢
common_voice_yue_41070126 講緊全新牌子貨嘅話幾錢
common_voice_yue_41070128 咩都有可能發生
common_voice_yue_41070130 若果交更就無可避免
